Gender,Position,Type,Date Hired,Campus,Employment Status,Date of Birth,Years of Service,Age
Female,MEDICAL OFFICER III,MEDICAL,2 05 2021,WVSU Medical Center,TEMPORARY,6 07 1990,1,32
Male,NURSE II,MEDICAL,2 09 2017,WVSU Medical Center,PERMANENT,12 06 1990,5,32
Male,LABORER I-DIETARY - CONTRACTUAL,MEDICAL,4 06 2020,WVSU Medical Center,JOB ORDER,7 02 1991,2,32
Female,DATA ENCODER - CONTRACTUAL,MEDICAL,3 10 2022,WVSU Medical Center,JOB ORDER,29 01 1991,0,32
Female,ADMINISTRATIVE ASSISTANT II,MEDICAL,3 05 2021,WVSU Medical Center,PERMANENT,25 04 1990,1,32
Female,NURSE I,MEDICAL,19 04 2021,WVSU Medical Center,PERMANENT,30 08 1990,1,32
Female,NURSE I - CONTRACTUAL,MEDICAL,11 07 2022,WVSU Medical Center,CONTRACT OF SERVICES,7 11 1989,0,33
Female,MEDICAL LABORATORY TECHNICIAN III,MEDICAL,8 11 2021,WVSU Medical Center,PERMANENT,28 05 1989,1,33
Female,NURSE I,MEDICAL,2 09 2017,WVSU Medical Center,PERMANENT,2 08 1989,5,33
Female,ADMINISTRATIVE ASSISTANT II,MEDICAL,3 05 2021,WVSU Medical Center,PERMANENT,13 05 1989,1,33
Female,ADMINISTRATIVE OFFICER II,MEDICAL,2 10 2014,WVSU Medical Center,PERMANENT,26 04 1989,8,33
Female,PHYSICAL THERAPIST I,MEDICAL,1 08 2018,WVSU Medical Center,PERMANENT,22 11 1989,4,33
Female,NURSE II,MEDICAL,1 01 2015,WVSU Medical Center,PERMANENT,31 03 1990,8,33
Female,ADMINISTRATIVE ASSISTANT II,MEDICAL,3 05 2021,WVSU Medical Center,PERMANENT,27 01 1990,1,33
Male,MEDICAL OFFICER IV,MEDICAL,1 01 2018,WVSU Medical Center,TEMPORARY,4 03 1990,5,33
Female,NURSE I,MEDICAL,26 04 2021,WVSU Medical Center,PERMANENT,1 04 1990,1,33
Male,NURSE I,MEDICAL,26 04 2021,WVSU Medical Center,PERMANENT,7 11 1989,1,33
Female,HOUSEKEEPER - CONTRACTUAL,MEDICAL,1 05 2022,WVSU Medical Center,JOB ORDER,8 09 1988,0,34
Male,NURSE I,MEDICAL,6 06 2015,WVSU Medical Center,PERMANENT,25 08 1988,7,34
Female,ADMINISTRATIVE ASSISTANT I,MEDICAL,14 06 2021,WVSU Medical Center,PERMANENT,5 12 1988,1,34
Female,MEDICAL TECHNOLOGIST I,MEDICAL,1 09 2014,WVSU Medical Center,PERMANENT,13 12 1988,8,34
Female,NURSE II,MEDICAL,1 01 2015,WVSU Medical Center,PERMANENT,2 04 1989,8,34
Female,NURSE I - CONTRACTUAL,MEDICAL,24 11 2022,WVSU Medical Center,CONTRACT OF SERVICES,26 12 1988,0,34
Male,RESPIRATORY THERAPIST I,MEDICAL,1 09 2014,WVSU Medical Center,PERMANENT,9 06 1988,8,34
Female,MIDWIFE II,MEDICAL,5 11 2018,WVSU Medical Center,PERMANENT,24 10 1988,4,34
Male,NURSE I - CONTRACTUAL,MEDICAL,4 04 2018,WVSU Medical Center,CONTRACT OF SERVICES,27 11 1987,4,35
Male,ADMINISTRATIVE OFFICER I,MEDICAL,8 06 2015,WVSU Medical Center,PERMANENT,8 08 1987,7,35
Male,NURSING ATTENDANT I - CONTRACTUAL,MEDICAL,1 01 2020,WVSU Medical Center,JOB ORDER,8 10 1987,3,35
Male,MEDICAL OFFICER III,MEDICAL,1 01 2022,WVSU Medical Center,TEMPORARY,17 06 1987,1,35
Female,NURSE I - CONTRACTUAL,MEDICAL,26 11 2019,WVSU Medical Center,CONTRACT OF SERVICES,23 01 1988,3,35
Female,NURSE I,MEDICAL,19 04 2021,WVSU Medical Center,PERMANENT,28 05 1987,1,35
Female,HOUSEKEEPER - CONTRACTUAL,MEDICAL,4 10 2022,WVSU Medical Center,JOB ORDER,3 06 1987,0,35
Male,NURSE I,MEDICAL,1 02 2015,WVSU Medical Center,PERMANENT,15 04 1987,8,35
Female,ADMINISTRATIVE OFFICER II,MEDICAL,16 02 2006,WVSU Medical Center,PERMANENT,12 07 1987,17,35
Female,NURSE I,MEDICAL,2 02 2015,WVSU Medical Center,PERMANENT,22 07 1987,8,35
Female,NURSE I,MEDICAL,3 05 2021,WVSU Medical Center,PERMANENT,25 08 1986,1,36
Male,NURSE II,MEDICAL,16 11 2015,WVSU Medical Center,PERMANENT,15 05 1986,7,36
Male,ADMINISTRATIVE AIDE VI,MEDICAL,8 08 2022,WVSU Medical Center,TEMPORARY,25 02 1987,0,36
Female,ADMINISTRATIVE ASSISTANT III,MEDICAL,3 11 2014,WVSU Medical Center,PERMANENT,19 07 1986,8,36
Female,SOCIAL WELFARE OFFICER I,MEDICAL,19 01 2015,WVSU Medical Center,PERMANENT,26 12 1986,8,36
Female,NURSE II,MEDICAL,1 01 2015,WVSU Medical Center,PERMANENT,13 11 1986,8,36
Female,NURSE I,MEDICAL,3 02 2016,WVSU Medical Center,PERMANENT,7 10 1986,7,36
Female,NURSE I - CONTRACTUAL,MEDICAL,30 04 2020,WVSU Medical Center,CONTRACT OF SERVICES,12 12 1986,2,36
Female,NURSING ATTENDANT I - CONTRACTUAL,MEDICAL,14 10 2020,WVSU Medical Center,JOB ORDER,29 09 1985,2,37
Male,RADIOLOGIC TECHNOLOGIST II,MEDICAL,12 11 2020,WVSU Medical Center,PERMANENT,4 11 1985,2,37
Male,NURSE II,MEDICAL,19 04 2021,WVSU Medical Center,PERMANENT,30 07 1985,1,37
Male,NURSE I - CONTRACTUAL,MEDICAL,21 11 2022,WVSU Medical Center,CONTRACT OF SERVICES,23 09 1985,0,37
Male,ADMINISTRATIVE ASSISTANT III,MEDICAL,10 05 2016,WVSU Medical Center,PERMANENT,5 07 1985,6,37
Female,ADMINISTRATIVE ASSISTANT I,MEDICAL,12 04 2021,WVSU Medical Center,PERMANENT,9 11 1985,1,37
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,MEDICAL,1 08 2013,WVSU Medical Center,JOB ORDER,19 08 1985,9,37
Female,MIDWIFE I,MEDICAL,4 03 2019,WVSU Medical Center,PERMANENT,25 08 1984,4,38
Female,MEDICAL OFFICER IV,MEDICAL,8 07 2019,WVSU Medical Center,TEMPORARY,8 06 1984,3,38
Female,NURSE I,MEDICAL,19 04 2021,WVSU Medical Center,PERMANENT,26 09 1984,1,38
Male,MEDICAL OFFICER IV,MEDICAL,27 10 2022,WVSU Medical Center,TEMPORARY,17 09 1984,0,38
Female,ADMINISTRATIVE ASSISTANT III,MEDICAL,12 01 2015,WVSU Medical Center,PERMANENT,13 12 1984,8,38
Male,MEDICAL TECHNOLOGIST I,MEDICAL,16 04 2015,WVSU Medical Center,PERMANENT,5 02 1985,7,38
Female,MEDICAL TECHNOLOGIST I - CONTRACTUAL,MEDICAL,20 07 2020,WVSU Medical Center,CONTRACT OF SERVICES,4 09 1984,2,38
Female,NURSE I,MEDICAL,1 02 2015,WVSU Medical Center,PERMANENT,30 06 1984,8,38
Female,NURSE I,MEDICAL,19 04 2021,WVSU Medical Center,PERMANENT,1 02 1984,1,39
Female,ADMINISTRATIVE OFFICER III,MEDICAL,3 11 2014,WVSU Medical Center,PERMANENT,2 09 1983,8,39
Female,NURSE I,MEDICAL,17 04 2015,WVSU Medical Center,PERMANENT,2 01 1984,7,39
Female,RADIOLOGIC TECHNOLOGIST II,MEDICAL,13 04 2021,WVSU Medical Center,PERMANENT,10 10 1983,1,39
Female,ADMINISTRATIVE ASSISTANT III,MEDICAL,1 10 2015,WVSU Medical Center,PERMANENT,24 12 1983,7,39
Female,PHYSICAL THERAPIST I,MEDICAL,4 01 2016,WVSU Medical Center,PERMANENT,1 06 1983,7,39
Female,NURSE I - CONTRACTUAL,MEDICAL,20 12 2022,WVSU Medical Center,CONTRACT OF SERVICES,6 06 1983,0,39
Female,NURSE II,MEDICAL,1 01 2015,WVSU Medical Center,PERMANENT,2 08 1983,8,39
Female,MEDICAL SPECIALIST II - CONTRACTUAL,MEDICAL,1 01 2010,WVSU Medical Center,CONTRACT OF SERVICES,24 08 1983,13,39
Female,MIDWIFE I,MEDICAL,27 03 2019,WVSU Medical Center,PERMANENT,13 07 1982,4,40
Female,MIDWIFE I,MEDICAL,27 03 2019,WVSU Medical Center,PERMANENT,13 07 1982,4,40
Male,ADMINISTRATIVE ASSISTANT II,MEDICAL,10 11 2014,WVSU Medical Center,PERMANENT,5 06 1982,8,40
Male,ADMINISTRATIVE ASSISTANT II,MEDICAL,10 11 2014,WVSU Medical Center,PERMANENT,5 06 1982,8,40
Male,NURSE III,MEDICAL,3 05 2021,WVSU Medical Center,PERMANENT,17 01 1983,1,40
Male,NURSING ATTENDANT I,MEDICAL,27 04 2022,WVSU Medical Center,PERMANENT,27 01 1983,0,40
Female,NURSE I - CONTRACTUAL,MEDICAL,12 07 2022,WVSU Medical Center,CONTRACT OF SERVICES,5 05 1982,0,40
Female,DATA ENCODER - CONTRACTUAL,MEDICAL,1 02 2007,WVSU Medical Center,JOB ORDER,30 01 1982,16,41
Female,NURSE I,MEDICAL,4 02 2015,WVSU Medical Center,PERMANENT,25 10 1981,8,41
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,MEDICAL,6 11 2017,WVSU Medical Center,JOB ORDER,25 09 1981,5,41
Male,MEDICAL SPECIALIST III (PART-TIME),MEDICAL,12 01 2022,WVSU Medical Center,PERMANENT,21 12 1980,1,42
Male,NURSE III,MEDICAL,1 01 2015,WVSU Medical Center,PERMANENT,4 04 1981,8,42
Female,NURSING ATTENDANT II,MEDICAL,24 06 2020,WVSU Medical Center,PERMANENT,20 01 1981,2,42
Female,MEDICAL SPECIALIST III (PART-TIME),MEDICAL,1 01 2007,WVSU Medical Center,PERMANENT,21 09 1980,16,42
Male,COMPUTER MAINTENANCE TECHNOLOGIST III,MEDICAL,3 03 2015,WVSU Medical Center,PERMANENT,30 08 1980,8,42
Male,RADIOLOGIC TECHNOLOGIST III,MEDICAL,1 04 2019,WVSU Medical Center,PERMANENT,12 02 1981,4,42
Male,MEDICAL EQUIPMENT TECHNICIAN I,MEDICAL,1 12 2014,WVSU Medical Center,PERMANENT,9 11 1980,8,42
Male,NURSE I,MEDICAL,6 02 2019,WVSU Medical Center,PERMANENT,14 05 1980,4,42
Male,ADMINISTRATIVE AIDE VI,MEDICAL,3 02 2015,WVSU Medical Center,PERMANENT,6 02 1980,8,43
Female,ADMINISTRATIVE ASSISTANT II,MEDICAL,3 05 2021,WVSU Medical Center,PERMANENT,30 05 1979,1,43
Male,NURSING ATTENDANT II,MEDICAL,23 06 2020,WVSU Medical Center,PERMANENT,3 02 1980,2,43
Female,ADMINISTRATIVE OFFICER II,MEDICAL,1 09 2014,WVSU Medical Center,PERMANENT,24 05 1979,8,43
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,MEDICAL,2 04 2017,WVSU Medical Center,JOB ORDER,2 01 1980,6,43
Female,MEDICAL TECHNOLOGIST II,MEDICAL,1 09 2014,WVSU Medical Center,PERMANENT,3 10 1979,8,43
Male,ADMINISTRATIVE AIDE III (DIALYSIS TECHNICIAN) - CONTRACTUAL,MEDICAL,1 04 2006,WVSU Medical Center,CONTRACT OF SERVICES,3 12 1979,17,43
Female,ADMINISTRATIVE AIDE III (DIALYSIS TECHNICIAN) - CONTRACTUAL,MEDICAL,1 04 2006,WVSU Medical Center,CONTRACT OF SERVICES,5 09 1979,17,43
Female,NURSE I - CONTRACTUAL,MEDICAL,9 03 2017,WVSU Medical Center,CONTRACT OF SERVICES,30 06 1979,6,43
Male,RADIOLOGIC TECHNOLOGIST II,MEDICAL,13 04 2021,WVSU Medical Center,PERMANENT,20 06 1978,1,44
Male,NURSE I,MEDICAL,26 04 2021,WVSU Medical Center,PERMANENT,21 05 1978,1,44
Female,ADMINISTRATIVE ASSISTANT II,MEDICAL,16 08 2011,WVSU Medical Center,PERMANENT,10 05 1978,11,44
Female,NURSING ATTENDANT II,MEDICAL,23 06 2020,WVSU Medical Center,PERMANENT,15 01 1979,2,44
Male,NURSING ATTENDANT II,MEDICAL,13 05 2015,WVSU Medical Center,PERMANENT,7 09 1978,7,44
Male,DATA ENCODER - CONTRACTUAL,MEDICAL,1 04 2006,WVSU Medical Center,JOB ORDER,23 12 1978,17,44
Female,DENTIST II (PART-TIME),MEDICAL,3 09 2018,WVSU Medical Center,PERMANENT,2 03 1979,4,44
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,MEDICAL,1 04 2006,WVSU Medical Center,JOB ORDER,22 01 1979,17,44
Male,SUPERVISING ADMINISTRATIVE OFFICER,MEDICAL,30 08 2004,WVSU Medical Center,PERMANENT,10 07 1977,18,45
Male,LABORER I (MEDICAL GAS TECHNICIAN) - CONTRACTUAL,MEDICAL,4 06 2018,WVSU Medical Center,JOB ORDER,1 10 1977,4,45
Female,NURSE I,MEDICAL,27 04 2020,WVSU Medical Center,PERMANENT,9 01 1978,2,45
Male,RADIOLOGIC TECHNOLOGIST II,MEDICAL,16 01 2015,WVSU Medical Center,PERMANENT,12 01 1978,8,45
Female,NURSE III,MEDICAL,10 08 2009,WVSU Medical Center,PERMANENT,30 09 1976,13,46
Male,LABORER I (ELEVATOR OPERATOR) - CONTRACTUAL,MEDICAL,1 12 2014,WVSU Medical Center,JOB ORDER,4 06 1975,8,47
Female,PHYSICAL THERAPIST III,MEDICAL,6 07 2009,WVSU Medical Center,PERMANENT,9 08 1975,13,47
Female,ADMINISTRATIVE OFFICER IV,MEDICAL,1 03 2008,WVSU Medical Center,PERMANENT,4 12 1975,15,47
Male,MEDICAL TECHNOLOGIST III,MEDICAL,1 09 2014,WVSU Medical Center,PERMANENT,14 01 1976,8,47
Female,ADMINISTRATIVE AIDE VI,MEDICAL,11 05 2015,WVSU Medical Center,PERMANENT,22 07 1975,7,47
Female,MIDWIFE II,MEDICAL,1 06 2014,WVSU Medical Center,PERMANENT,28 03 1975,8,48
Male,ADMINISTRATIVE ASSISTANT II,MEDICAL,5 01 2015,WVSU Medical Center,PERMANENT,2 04 1975,8,48
Female,ADMINISTRATIVE ASSISTANT II,MEDICAL,12 01 2015,WVSU Medical Center,PERMANENT,9 12 1974,8,48
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,MEDICAL,28 11 2022,WVSU Medical Center,JOB ORDER,8 06 1974,0,48
Male,NURSE II,MEDICAL,1 05 2015,WVSU Medical Center,PERMANENT,4 03 1975,7,48
Female,ADMINISTRATIVE AIDE IV (CARPENTER) - CONTRACTUAL,MEDICAL,1 04 2006,WVSU Medical Center,JOB ORDER,22 04 1974,17,48
Male,LABORER I-DIETARY - CONTRACTUAL,MEDICAL,2 09 2013,WVSU Medical Center,JOB ORDER,20 08 1974,9,48
Female,MEDICAL TECHNOLOGIST IV,MEDICAL,1 09 2014,WVSU Medical Center,PERMANENT,17 10 1974,8,48
Male,NURSING ATTENDANT II,MEDICAL,1 01 2014,WVSU Medical Center,PERMANENT,4 01 1974,9,49
Male,MEDICAL EQUIPMENT TECHNICIAN I,MEDICAL,1 12 2014,WVSU Medical Center,PERMANENT,28 11 1973,8,49
Female,ADMINISTRATIVE OFFICER III,MEDICAL,1 12 2014,WVSU Medical Center,PERMANENT,22 10 1973,8,49
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,MEDICAL,1 12 2022,WVSU Medical Center,JOB ORDER,24 01 1974,0,49
Male,NURSE II,MEDICAL,16 01 2015,WVSU Medical Center,PERMANENT,4 03 1974,8,49
Male,MIDWIFE II,MEDICAL,16 03 2014,WVSU Medical Center,PERMANENT,31 07 1973,9,49
Male,MEDICAL LABORATORY TECHNICIAN III,MEDICAL,2 11 2014,WVSU Medical Center,PERMANENT,5 05 1973,8,49
Female,NURSE III,MEDICAL,3 02 2003,WVSU Medical Center,PERMANENT,27 07 1972,20,50
Female,NURSE II,MEDICAL,1 06 2020,WVSU Medical Center,PERMANENT,11 07 1972,2,50
Female,NURSE II,MEDICAL,10 08 2009,WVSU Medical Center,PERMANENT,4 02 1973,13,50
Male,ADMINISTRATIVE ASSISTANT III,MEDICAL,3 11 2014,WVSU Medical Center,PERMANENT,17 05 1972,8,50
Female,ADMINISTRATIVE AIDE I (CT),MEDICAL,1 04 2003,WVSU Medical Center,PERMANENT,13 03 1972,20,51
Female,MIDWIFE I,MEDICAL,1 06 2000,WVSU Medical Center,PERMANENT,14 02 1972,22,51
Female,ADMINISTRATIVE AIDE I (CT),MEDICAL,5 09 2000,WVSU Medical Center,PERMANENT,4 01 1972,22,51
Female,NURSING ATTENDANT II,MEDICAL,23 06 2020,WVSU Medical Center,PERMANENT,8 07 1971,2,51
Female,NURSE III,MEDICAL,16 06 2005,WVSU Medical Center,PERMANENT,21 09 1971,17,51
Male,ADMINISTRATIVE AIDE I (CT),MEDICAL,5 09 2000,WVSU Medical Center,PERMANENT,4 03 1971,22,52
Female,NURSE IV,MEDICAL,1 12 2006,WVSU Medical Center,PERMANENT,27 09 1970,16,52
Male,RADIOLOGIC TECHNOLOGIST III,MEDICAL,1 10 2014,WVSU Medical Center,PERMANENT,23 01 1971,8,52
Female,MEDICAL SPECIALIST II,MEDICAL,1 06 2000,WVSU Medical Center,PERMANENT,8 04 1971,22,52
Male,HOSPITAL HOUSEKEEPER,MEDICAL,3 03 2015,WVSU Medical Center,PERMANENT,13 04 1971,8,52
Female,MEDICAL EQUIPMENT TECHNICIAN III,MEDICAL,1 11 2014,WVSU Medical Center,PERMANENT,8 07 1970,8,52
Male,LABORER I - CONTRACTUAL,MEDICAL,8 08 2019,WVSU Medical Center,JOB ORDER,5 06 1970,3,52
Female,NURSE II,MEDICAL,1 01 2015,WVSU Medical Center,PERMANENT,14 06 1970,8,52
Male,ADMINISTRATIVE ASSISTANT III,MEDICAL,20 01 2015,WVSU Medical Center,PERMANENT,23 07 1970,8,52
Male,ADMINISTRATIVE AIDE I (CT),MEDICAL,1 08 2008,WVSU Medical Center,PERMANENT,18 12 1970,14,52
Male,NURSE III,MEDICAL,21 04 2003,WVSU Medical Center,PERMANENT,22 01 1970,19,53
Female,NURSE III,MEDICAL,1 01 2015,WVSU Medical Center,PERMANENT,5 02 1970,8,53
Female,MEDICAL SPECIALIST IV,MEDICAL,15 06 2020,WVSU Medical Center,PERMANENT,27 09 1969,2,53
Female,MEDICAL TECHNOLOGIST III,MEDICAL,1 10 1999,WVSU Medical Center,PERMANENT,18 10 1969,23,53
Female,SOCIAL WELFARE OFFICER II,MEDICAL,1 09 1997,WVSU Medical Center,PERMANENT,23 06 1969,25,53
Female,NURSE II,MEDICAL,1 01 2015,WVSU Medical Center,PERMANENT,11 09 1969,8,53
Male,NURSE II,MEDICAL,1 04 1996,WVSU Medical Center,PERMANENT,22 06 1969,27,53
Female,MEDICAL SPECIALIST II,MEDICAL,1 01 1997,WVSU Medical Center,PERMANENT,9 10 1968,26,54
Female,WAREHOUSEMAN III,MEDICAL,8 03 2001,WVSU Medical Center,PERMANENT,25 02 1969,22,54
Female,ADMINISTRATIVE AIDE VI,MEDICAL,1 02 2015,WVSU Medical Center,PERMANENT,4 10 1967,8,55
Female,MEDICAL SPECIALIST IV,MEDICAL,1 09 2014,WVSU Medical Center,PERMANENT,15 09 1967,8,55
Female,MEDICAL SPECIALIST IV,MEDICAL,1 01 2010,WVSU Medical Center,PERMANENT,13 04 1968,13,55
Male,ADMINISTRATIVE OFFICER III,MEDICAL,1 04 2005,WVSU Medical Center,PERMANENT,28 08 1967,18,55
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,MEDICAL,23 09 1996,WVSU Medical Center,CONTRACT OF SERVICES,30 09 1967,26,55
Male,MEDICAL SPECIALIST IV,MEDICAL,1 01 2012,WVSU Medical Center,PERMANENT,27 01 1967,11,56
Female,SUPERVISING ADMINISTRATIVE OFFICER,MEDICAL,2 10 1989,WVSU Medical Center,PERMANENT,17 07 1966,33,56
Female,HOUSEKEEPER - CONTRACTUAL,MEDICAL,1 04 2006,WVSU Medical Center,JOB ORDER,14 02 1967,17,56
Female,NURSE III,MEDICAL,2 01 1997,WVSU Medical Center,PERMANENT,8 08 1966,26,56
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,MEDICAL,11 01 2020,WVSU Medical Center,JOB ORDER,27 06 1966,3,56
Male,MEDICAL SPECIALIST IV,MEDICAL,3 11 2014,WVSU Medical Center,PERMANENT,11 11 1966,8,56
Female,MIDWIFE II,MEDICAL,27 09 1989,WVSU Medical Center,PERMANENT,5 07 1966,33,56
Female,MEDICAL SPECIALIST II,MEDICAL,1 03 2022,WVSU Medical Center,PERMANENT,7 06 1966,1,56
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,MEDICAL,1 10 2006,WVSU Medical Center,JOB ORDER,22 02 1966,16,57
Female,MIDWIFE II,MEDICAL,3 06 1991,WVSU Medical Center,PERMANENT,19 12 1965,31,57
Female,NURSE II,MEDICAL,3 06 1991,WVSU Medical Center,PERMANENT,20 09 1965,31,57
Male,MEDICAL SPECIALIST IV,MEDICAL,1 01 1994,WVSU Medical Center,PERMANENT,1 03 1966,29,57
Female,ADMINISTRATIVE ASSISTANT I,MEDICAL,3 11 2014,WVSU Medical Center,PERMANENT,24 01 1965,8,58
Male,ADMINISTRATIVE AIDE IV (AIRCON TECH) - CONTRACTUAL,MEDICAL,2 10 1995,WVSU Medical Center,CONTRACT OF SERVICES,14 03 1965,27,58
Female,NURSE II,MEDICAL,16 01 2015,WVSU Medical Center,PERMANENT,24 07 1964,8,58
Male,ADMINISTRATIVE OFFICER IV,MEDICAL,1 08 2007,WVSU Medical Center,PERMANENT,1 11 1964,15,58
Female,ADMINISTRATIVE OFFICER V,MEDICAL,27 09 1989,WVSU Medical Center,PERMANENT,8 04 1965,33,58
Male,ADMINISTRATIVE AIDE VI,MEDICAL,1 02 2015,WVSU Medical Center,PERMANENT,20 04 1964,8,58
Female,ADMINISTRATIVE ASSISTANT II,MEDICAL,26 03 1992,WVSU Medical Center,PERMANENT,24 04 1964,31,58
Male,MEDICAL SPECIALIST II,MEDICAL,1 09 2014,WVSU Medical Center,PERMANENT,8 02 1964,8,59
Female,MEDICAL SPECIALIST II,MEDICAL,1 10 2014,WVSU Medical Center,PERMANENT,15 04 1964,8,59
Female,ADMINISTRATIVE OFFICER I,MEDICAL,27 09 1989,WVSU Medical Center,PERMANENT,28 10 1963,33,59
Male,MEDICAL EQUIPMENT TECHNICIAN II,MEDICAL,27 09 1989,WVSU Medical Center,PERMANENT,30 09 1962,33,60
Female,SOCIAL WELFARE OFFICER IV,MEDICAL,9 12 1991,WVSU Medical Center,PERMANENT,1 02 1963,31,60
Female,NURSE II,MEDICAL,2 09 1991,WVSU Medical Center,PERMANENT,5 11 1962,31,60
Female,MEDICAL EQUIPMENT TECHNICIAN IV,MEDICAL,2 03 2009,WVSU Medical Center,PERMANENT,27 03 1963,14,60
Female,MEDICAL SPECIALIST III,MEDICAL,1 08 1991,WVSU Medical Center,PERMANENT,2 01 1963,31,60
Female,LABORER I - CONTRACTUAL,MEDICAL,17 06 2019,WVSU Medical Center,JOB ORDER,21 09 1960,3,62
Female,SUPERVISING ADMINISTRATIVE OFFICER,MEDICAL,2 01 1997,WVSU Medical Center,PERMANENT,21 02 1961,26,62
Male,SUPERVISING ADMINISTRATIVE OFFICER,MEDICAL,1 10 2014,WVSU Medical Center,PERMANENT,11 07 1960,8,62
Male,ADMINISTRATIVE AIDE III,MEDICAL,27 09 1989,WVSU Medical Center,PERMANENT,20 12 1959,33,63
Female,INTERNAL AUDITOR I,MEDICAL,27 09 1989,WVSU Medical Center,PERMANENT,27 12 1958,33,64
Female,PHARMACIST II,MEDICAL,3 02 1997,WVSU Medical Center,PERMANENT,15 12 1958,26,64
Male,MEDICAL SPECIALIST IV,MEDICAL,1 04 1997,WVSU Medical Center,PERMANENT,29 07 1958,26,64
Female,CHIEF ADMINISTRATIVE OFFICER,MEDICAL,1 07 1980,WVSU Medical Center,PERMANENT,2 06 1958,42,64
Male,MEDICAL OFFICER IV,STAFF,17 05 2021,WVSU Medical Center,TEMPORARY,11 02 1999,1,24
Male,MEDICAL OFFICER IV,STAFF,17 05 2021,WVSU Medical Center,TEMPORARY,11 02 1999,1,24
Female,NURSE I - CONTRACTUAL,STAFF,10 10 2022,WVSU Medical Center,CONTRACT OF SERVICES,28 06 1998,0,24
Female,SOCIAL WELFARE ASSISTANT,STAFF,18 07 2022,WVSU Medical Center,PERMANENT,8 05 1998,0,24
Female,NURSE I - CONTRACTUAL,STAFF,2 11 2020,WVSU Medical Center,CONTRACT OF SERVICES,26 06 1998,2,24
Female,DATA ENCODER - CONTRACTUAL,STAFF,28 11 2022,WVSU Medical Center,JOB ORDER,28 09 1998,0,24
Female,NURSE I - CONTRACTUAL,STAFF,25 10 2022,WVSU Medical Center,CONTRACT OF SERVICES,3 02 1998,0,25
Female,SOCIAL WELFARE ASSISTANT,STAFF,9 08 2021,WVSU Medical Center,PERMANENT,11 07 1997,1,25
Female,DATA ENCODER - CONTRACTUAL,STAFF,1 09 2021,WVSU Medical Center,CONTRACT OF SERVICES,8 09 1997,1,25
Female,MEDICAL TECHNOLOGIST I - CONTRACTUAL,STAFF,17 08 2020,WVSU Medical Center,CONTRACT OF SERVICES,6 07 1997,2,25
Female,NURSE I,STAFF,26 04 2021,WVSU Medical Center,PERMANENT,28 03 1998,1,25
Female,MEDICAL TECHNOLOGIST I - CONTRACTUAL,STAFF,12 12 2022,WVSU Medical Center,CONTRACT OF SERVICES,24 08 1997,0,25
Male,ADMINISTRATIVE AIDE IV (AIRCON TECH) - CONTRACTUAL,STAFF,11 12 2017,WVSU Medical Center,JOB ORDER,27 07 1996,5,26
Female,ACCOUNTANT IV,STAFF,20 05 2022,WVSU Medical Center,PERMANENT,22 03 1997,0,26
Female,ACCOUNTANT IV,STAFF,20 05 2022,WVSU Medical Center,PERMANENT,22 03 1997,0,26
Female,MIDWIFE I,STAFF,4 03 2019,WVSU Medical Center,PERMANENT,21 09 1996,4,26
Female,NURSE I - CONTRACTUAL,STAFF,2 07 2022,WVSU Medical Center,CONTRACT OF SERVICES,8 11 1996,0,26
Female,RADIOLOGIC TECHNOLOGIST I - CONTRACTUAL,STAFF,23 10 2019,WVSU Medical Center,CONTRACT OF SERVICES,30 09 1995,3,27
Male,MEDICAL OFFICER III,STAFF,1 01 2022,WVSU Medical Center,TEMPORARY,16 08 1995,1,27
Male,NURSE I - CONTRACTUAL,STAFF,1 06 2020,WVSU Medical Center,CONTRACT OF SERVICES,24 01 1996,2,27
Female,DATA ENCODER - CONTRACTUAL,STAFF,19 04 2021,WVSU Medical Center,CONTRACT OF SERVICES,9 02 1996,1,27
Male,MEDICAL OFFICER III,STAFF,1 01 2022,WVSU Medical Center,TEMPORARY,23 09 1994,1,28
Female,DATA ENCODER - CONTRACTUAL,STAFF,1 12 2015,WVSU Medical Center,CONTRACT OF SERVICES,22 06 1994,7,28
Female,MEDICAL OFFICER III,STAFF,1 01 2022,WVSU Medical Center,TEMPORARY,8 10 1994,1,28
Male,MEDICAL OFFICER III,STAFF,1 01 2022,WVSU Medical Center,TEMPORARY,18 09 1994,1,28
Female,MEDICAL OFFICER III,STAFF,1 01 2022,WVSU Medical Center,TEMPORARY,23 07 1994,1,28
Female,MEDICAL OFFICER III,STAFF,1 01 2022,WVSU Medical Center,TEMPORARY,14 02 1995,1,28
Female,DATA ENCODER - CONTRACTUAL,STAFF,14 04 2020,WVSU Medical Center,CONTRACT OF SERVICES,13 10 1994,2,28
